NAME,B25077_001E,B19013_001E,B01003_001E,state,county
"Grant County, New Mexico",153900,44895,28006,35,017
"Guadalupe County, New Mexico",116400,38713,4413,35,019
"Harding County, New Mexico",95500,39489,671,35,021
"Hidalgo County, New Mexico",102500,53651,4160,35,023
"Lea County, New Mexico",162000,65855,73103,35,025
"Lincoln County, New Mexico",195800,47919,20222,35,027
"Los Alamos County, New Mexico",412700,135801,19253,35,028
"Luna County, New Mexico",100900,38241,25393,35,029
"McKinley County, New Mexico",70200,44029,72073,35,031
"Mora County, New Mexico",105600,40231,4208,35,033
"Otero County, New Mexico",139100,50833,67850,35,035
"Quay County, New Mexico",76800,38998,8641,35,037
"Rio Arriba County, New Mexico",212700,52031,40285,35,039
"Roosevelt County, New Mexico",128100,52644,19142,35,041
"Sandoval County, New Mexico",258100,76424,149460,35,043
"San Juan County, New Mexico",170700,50734,121798,35,045
"San Miguel County, New Mexico",150400,43490,27215,35,047
"Santa Fe County, New Mexico",374200,70522,154481,35,049
"Sierra County, New Mexico",138400,35256,11506,35,051
"Socorro County, New Mexico",132700,40699,16453,35,053
"Taos County, New Mexico",313400,55145,34475,35,055
"Torrance County, New Mexico",132600,50727,15203,35,057
"Union County, New Mexico",126900,41714,4074,35,059
"Valencia County, New Mexico",184400,56246,76613,35,061
"Albany County, New York",263800,78829,315041,36,001
"Allegany County, New York",93200,58725,47222,36,003
"Bronx County, New York",501400,47036,1443229,36,005
"Broome County, New York",139200,58317,198365,36,007
"Cattaraugus County, New York",105100,56889,77000,36,009
"Cayuga County, New York",158900,63227,76171,36,011
"Chautauqua County, New York",110900,54625,127440,36,013
"Chemung County, New York",128200,61358,83584,36,015
"Chenango County, New York",121100,61741,47096,36,017
"Clinton County, New York",165200,67097,79839,36,019
"Columbia County, New York",283700,81741,61469,36,021
"Cortland County, New York",148200,65029,46755,36,023
"Delaware County, New York",160400,58338,44637,36,025
"Dutchess County, New York",348700,94578,296467,36,027
"Erie County, New York",197400,68014,951232,36,029
"Essex County, New York",189500,68090,37314,36,031
"Franklin County, New York",131600,60270,47459,36,033
"Fulton County, New York",142000,60557,53280,36,035
"Genesee County, New York",148600,68178,58204,36,037
"Greene County, New York",229500,70294,48067,36,039
"Hamilton County, New York",204900,66891,5090,36,041
"Herkimer County, New York",130900,68104,60293,36,043
"Jefferson County, New York",169600,62782,117445,36,045
"Kings County, New York",865300,74692,2679620,36,047
"Lewis County, New York",146100,64401,26690,36,049
"Livingston County, New York",159900,70443,61980,36,051
"Madison County, New York",162800,68869,68020,36,053
"Monroe County, New York",182700,71450,756406,36,055
"Montgomery County, New York",132300,58033,49624,36,057
"Nassau County, New York",633800,137709,1389160,36,059
"New York County, New York",1104000,99880,1645867,36,061
"Niagara County, New York",163100,65882,212230,36,063
"Oneida County, New York",157600,66402,231055,36,065
"Onondaga County, New York",172800,71479,472637,36,067
"Ontario County, New York",192800,76603,112288,36,069
"Orange County, New York",337800,91806,401237,36,071
"Orleans County, New York",122200,61069,40148,36,073
"Oswego County, New York",131800,65054,118037,36,075
"Otsego County, New York",166500,65778,59678,36,077
"Putnam County, New York",421800,120970,97942,36,079
"Queens County, New York",677700,82431,2360826,36,081
"Rensselaer County, New York",230800,83734,160943,36,083
"Richmond County, New York",637100,96185,492925,36,085
"Rockland County, New York",528900,106173,337326,36,087
"St. Lawrence County, New York",114700,58339,108670,36,089
"Saratoga County, New York",306000,97038,236328,36,091
"Schenectady County, New York",204400,75056,159447,36,093
"Schoharie County, New York",169400,71479,29970,36,095
"Schuyler County, New York",151100,61316,17855,36,097
"Seneca County, New York",132000,64050,33651,36,099
"Steuben County, New York",121000,62506,93584,36,101
"Suffolk County, New York",490800,122498,1524486,36,103
"Sullivan County, New York",220200,67841,78725,36,105
"Tioga County, New York",144200,70427,48344,36,107
"Tompkins County, New York",264300,69995,102555,36,109
"Ulster County, New York",288400,77197,182153,36,111
"Warren County, New York",240600,74531,65684,36,113
"Washington County, New York",176900,68703,61310,36,115
"Wayne County, New York",151900,71007,91324,36,117
"Westchester County, New York",619000,114651,997904,36,119
"Wyoming County, New York",143000,65066,40338,36,121
"Yates County, New York",159800,63974,24713,36,123
"Alamance County, North Carolina",197700,60866,171779,37,001
"Alexander County, North Carolina",169300,62764,36505,37,003
"Alleghany County, North Carolina",171800,42115,10989,37,005
"Anson County, North Carolina",116300,42000,22200,37,007
"Ashe County, North Carolina",199200,49176,26759,37,009
"Avery County, North Carolina",215900,53513,17679,37,011
"Beaufort County, North Carolina",159900,56081,44711,37,013
"Bertie County, North Carolina",87500,41652,17818,37,015
"Bladen County, North Carolina",115900,40476,29807,37,017
"Brunswick County, North Carolina",284100,71193,139721,37,019
"Buncombe County, North Carolina",328900,66531,269449,37,021
"Burke County, North Carolina",155500,53732,87799,37,023
"Cabarrus County, North Carolina",281600,83828,226396,37,025
"Caldwell County, North Carolina",158300,52362,80716,37,027
"Camden County, North Carolina",261000,79120,10547,37,029
"Carteret County, North Carolina",277400,66965,68353,37,031
"Caswell County, North Carolina",138600,56999,22747,37,033
"Catawba County, North Carolina",194000,62070,161011,37,035
"Chatham County, North Carolina",373300,84222,76754,37,037
"Cherokee County, North Carolina",193500,49254,28868,37,039
"Chowan County, North Carolina",181400,51188,13835,37,041
"Clay County, North Carolina",251900,57065,11186,37,043
"Cleveland County, North Carolina",155000,50723,99527,37,045
"Columbus County, North Carolina",119800,43206,50827,37,047
"Craven County, North Carolina",194100,61676,101098,37,049
"Cumberland County, North Carolina",166600,55551,335207,37,051
"Currituck County, North Carolina",314100,82793,28616,37,053
"Dare County, North Carolina",386600,79742,37160,37,055
"Davidson County, North Carolina",184300,58473,169498,37,057
"Davie County, North Carolina",219400,69105,43030,37,059
"Duplin County, North Carolina",112400,49376,49312,37,061
"Durham County, North Carolina",311300,74927,325101,37,063
"Edgecombe County, North Carolina",106200,46370,49067,37,065
"Forsyth County, North Carolina",205700,61229,383739,37,067
"Franklin County, North Carolina",209500,70493,69680,37,069
"Gaston County, North Carolina",206700,62628,228972,37,071
"Gates County, North Carolina",153000,55750,10509,37,073
"Graham County, North Carolina",134000,46010,8047,37,075
"Granville County, North Carolina",208600,68079,61161,37,077
"Greene County, North Carolina",108300,50320,20407,37,079
"Guilford County, North Carolina",215700,62880,539557,37,081
"Halifax County, North Carolina",98700,41629,48772,37,083
"Harnett County, North Carolina",195900,64992,134718,37,085
"Haywood County, North Carolina",227500,56596,62152,37,087
"Henderson County, North Carolina",291500,65508,116469,37,089
"Hertford County, North Carolina",103600,46196,21633,37,091
"Hoke County, North Carolina",177500,57141,52612,37,093
"Hyde County, North Carolina",105300,43724,4636,37,095
"Iredell County, North Carolina",261200,73103,187839,37,097
"Jackson County, North Carolina",240500,51482,42388,37,099
"Johnston County, North Carolina",240100,75288,219042,37,101
"Jones County, North Carolina",115400,53053,9263,37,103
"Lee County, North Carolina",186000,60941,63560,37,105
"Lenoir County, North Carolina",101600,43063,55071,37,107
"Lincoln County, North Carolina",241200,75672,87933,37,109
"McDowell County, North Carolina",153300,53532,44629,37,111
"Macon County, North Carolina",210900,51042,37088,37,113
"Madison County, North Carolina",236300,56664,21414,37,115
"Martin County, North Carolina",99200,44799,21992,37,117
"Mecklenburg County, North Carolina",334700,79265,1115403,37,119
"Mitchell County, North Carolina",191400,55534,14989,37,121
"Montgomery County, North Carolina",139900,55523,25839,37,123
"Moore County, North Carolina",284000,77981,100759,37,125
"Nash County, North Carolina",162100,56770,95015,37,127
"New Hanover County, North Carolina",320000,67515,228134,37,129
"Northampton County, North Carolina",96000,45698,17528,37,131
"Onslow County, North Carolina",196800,59976,203686,37,133
"Orange County, North Carolina",395600,85785,145919,37,135
"Pamlico County, North Carolina",198600,55867,12317,37,137
"Pasquotank County, North Carolina",201500,61411,40454,37,139
"Pender County, North Carolina",240800,74538,61592,37,141
"Perquimans County, North Carolina",211100,59401,13053,37,143
"Person County, North Carolina",173200,60688,39131,37,145
"Pitt County, North Carolina",178700,54915,171196,37,147
"Polk County, North Carolina",255000,60465,19538,37,149
"Randolph County, North Carolina",158300,56423,144403,37,151
"Richmond County, North Carolina",111900,42354,43149,37,153
"Robeson County, North Carolina",87700,39393,117573,37,155
"Rockingham County, North Carolina",142900,50737,91209,37,157
"Rowan County, North Carolina",187300,59717,147067,37,159
"Rutherford County, North Carolina",158200,50512,64680,37,161
"Sampson County, North Carolina",116600,49963,59317,37,163
"Scotland County, North Carolina",99900,41948,34222,37,165
"Stanly County, North Carolina",190700,60634,62723,37,167
"Stokes County, North Carolina",168600,57539,44696,37,169
"Surry County, North Carolina",153700,52743,71429,37,171
"Swain County, North Carolina",178900,52818,14130,37,173
"Transylvania County, North Carolina",298600,62056,33131,37,175
"Tyrrell County, North Carolina",140500,55341,3389,37,177
"Union County, North Carolina",336600,95533,240109,37,179
"Vance County, North Carolina",133000,48340,42492,37,181
"Wake County, North Carolina",385700,96734,1132103,37,183
"Warren County, North Carolina",121300,42282,18803,37,185
"Washington County, North Carolina",97800,38927,11051,37,187
"Watauga County, North Carolina",283000,50034,54540,37,189
"Wayne County, North Carolina",152300,54323,117480,37,191
"Wilkes County, North Carolina",146200,49119,66125,37,193
"Wilson County, North Carolina",153800,49827,78667,37,195
"Yadkin County, North Carolina",160500,57486,37280,37,197
"Yancey County, North Carolina",206100,53103,18538,37,199
"Adams County, North Dakota",109600,57950,2190,38,001
"Barnes County, North Dakota",157800,64447,10826,38,003
"Benson County, North Dakota",79300,63220,5960,38,005
"Billings County, North Dakota",237500,74000,839,38,007
"Bottineau County, North Dakota",188500,80113,6411,38,009
"Bowman County, North Dakota",168200,79709,2975,38,011
"Burke County, North Dakota",135100,94583,2184,38,013
"Burleigh County, North Dakota",302300,82141,98443,38,015
"Cass County, North Dakota",270300,73249,186328,38,017
"Cavalier County, North Dakota",122900,61174,3691,38,019
"Dickey County, North Dakota",164700,60250,5003,38,021
"Divide County, North Dakota",162900,95938,2195,38,023
"Dunn County, North Dakota",251700,91758,4049,38,025
"Eddy County, North Dakota",108400,50375,2345,38,027
"Emmons County, North Dakota",110200,63750,3297,38,029
"Foster County, North Dakota",160300,78426,3388,38,031
"Golden Valley County, North Dakota",142500,84750,1734,38,033
"Grand Forks County, North Dakota",235400,64698,72927,38,035
"Grant County, North Dakota",88800,57069,2320,38,037
"Griggs County, North Dakota",119500,66688,2309,38,039
"Hettinger County, North Dakota",111100,66797,2477,38,041
"Kidder County, North Dakota",140300,57240,2391,38,043
"LaMoure County, North Dakota",116900,70227,4135,38,045
"Logan County, North Dakota",94400,59750,1849,38,047
"McHenry County, North Dakota",136600,78071,5326,38,049
"McIntosh County, North Dakota",83300,64375,2529,38,051
"McKenzie County, North Dakota",330200,83813,14081,38,053
"McLean County, North Dakota",222100,80556,9781,38,055
"Mercer County, North Dakota",192000,82155,8366,38,057
"Morton County, North Dakota",247200,79555,33192,38,059
"Mountrail County, North Dakota",205000,81886,9648,38,061
"Nelson County, North Dakota",107400,62219,3025,38,063
"Oliver County, North Dakota",226900,69722,1832,38,065
"Pembina County, North Dakota",112700,64243,6853,38,067
"Pierce County, North Dakota",154400,59583,3999,38,069
"Ramsey County, North Dakota",193300,61490,11613,38,071
"Ransom County, North Dakota",145900,71462,5663,38,073
"Renville County, North Dakota",165500,77067,2282,38,075
"Richland County, North Dakota",164500,67089,16548,38,077
"Rolette County, North Dakota",90200,53806,12292,38,079
"Sargent County, North Dakota",134900,75648,3828,38,081
"Sheridan County, North Dakota",108500,68684,1338,38,083
"Sioux County, North Dakota",97200,41201,3896,38,085
"Slope County, North Dakota",109900,70625,837,38,087
"Stark County, North Dakota",255200,78734,32989,38,089
"Steele County, North Dakota",119900,85750,1774,38,091
"Stutsman County, North Dakota",191000,59167,21609,38,093
"Towner County, North Dakota",127600,61250,2152,38,095
"Traill County, North Dakota",172700,81157,8004,38,097
"Walsh County, North Dakota",111700,68082,10553,38,099
"Ward County, North Dakota",249800,78143,69532,38,101
"Wells County, North Dakota",104200,59732,3990,38,103
"Williams County, North Dakota",255000,86139,39076,38,105
"Adams County, Ohio",138700,46234,27509,39,001
"Allen County, Ohio",147000,58976,102087,39,003
"Ashland County, Ohio",163600,62254,52522,39,005
"Ashtabula County, Ohio",139000,53663,97666,39,007
"Athens County, Ohio",161700,48750,61276,39,009
"Auglaize County, Ohio",168200,75231,46263,39,011
"Belmont County, Ohio",130200,56943,66554,39,013
"Brown County, Ohio",164500,66677,43715,39,015
"Butler County, Ohio",224300,77062,388327,39,017
"Carroll County, Ohio",157500,59872,26761,39,019
"Champaign County, Ohio",166900,70486,38715,39,021
"Clark County, Ohio",144900,58954,135877,39,023
"Clermont County, Ohio",224800,79573,208851,39,025
"Clinton County, Ohio",172800,64210,42077,39,027
"Columbiana County, Ohio",124400,55473,101723,39,029
"Coshocton County, Ohio",128600,52048,36629,39,031
"Crawford County, Ohio",117000,52486,41861,39,033
"Cuyahoga County, Ohio",168700,60074,1256620,39,035
"Darke County, Ohio",157800,60237,51751,39,037
"Defiance County, Ohio",147600,69302,38300,39,039
"Delaware County, Ohio",393000,123995,216074,39,041
"Erie County, Ohio",169400,65171,75299,39,043
"Fairfield County, Ohio",247800,82969,159371,39,045
"Fayette County, Ohio",151400,56773,28901,39,047
"Franklin County, Ohio",243100,71070,1318149,39,049
"Fulton County, Ohio",163100,71453,42602,39,051
"Gallia County, Ohio",134000,55533,29276,39,053
"Geauga County, Ohio",288000,97162,95455,39,055
"Greene County, Ohio",222300,81243,167567,39,057
"Guernsey County, Ohio",145800,53901,38409,39,059
"Hamilton County, Ohio",205000,68249,827671,39,061
"Hancock County, Ohio",179600,67006,75072,39,063
"Hardin County, Ohio",125600,55876,30622,39,065
"Harrison County, Ohio",112500,54056,14528,39,067
"Henry County, Ohio",157500,71616,27601,39,069
"Highland County, Ohio",146300,60522,43285,39,071
"Hocking County, Ohio",164100,59007,28104,39,073
"Holmes County, Ohio",245800,72987,44273,39,075
"Huron County, Ohio",151600,64144,58518,39,077
"Jackson County, Ohio",127500,56549,32563,39,079
"Jefferson County, Ohio",115100,53124,65280,39,081
"Knox County, Ohio",197400,71246,62657,39,083
"Lake County, Ohio",189600,76835,232236,39,085
"Lawrence County, Ohio",127900,51846,57994,39,087
"Licking County, Ohio",232200,78505,178844,39,089
"Logan County, Ohio",168300,69125,46098,39,091
"Lorain County, Ohio",191900,67272,313101,39,093
"Lucas County, Ohio",144200,57265,430014,39,095
"Madison County, Ohio",201200,77062,43961,39,097
"Mahoning County, Ohio",132000,54279,227979,39,099
"Marion County, Ohio",135900,55106,65366,39,101
"Medina County, Ohio",249700,89968,182347,39,103
"Meigs County, Ohio",104400,46255,22242,39,105
"Mercer County, Ohio",192800,73278,42321,39,107
"Miami County, Ohio",190900,71440,108818,39,109
"Monroe County, Ohio",122800,55381,13401,39,111
"Montgomery County, Ohio",154300,61942,536121,39,113
"Morgan County, Ohio",121200,51056,13851,39,115
"Morrow County, Ohio",185800,70412,35049,39,117
"Muskingum County, Ohio",156100,56810,86393,39,119
"Noble County, Ohio",137500,51547,14216,39,121
"Ottawa County, Ohio",179100,69515,40367,39,123
"Paulding County, Ohio",122200,65331,18827,39,125
"Perry County, Ohio",161300,62899,35451,39,127
"Pickaway County, Ohio",219900,67600,58809,39,129
"Pike County, Ohio",131300,50832,27151,39,131
"Portage County, Ohio",197100,69796,161217,39,133
"Preble County, Ohio",158700,66355,40929,39,135
"Putnam County, Ohio",176200,79453,34400,39,137
"Richland County, Ohio",140500,56557,125008,39,139
"Ross County, Ohio",153500,58048,76957,39,141
"Sandusky County, Ohio",142300,60814,58885,39,143
"Scioto County, Ohio",122900,46360,73716,39,145
"Seneca County, Ohio",128100,62476,55062,39,147
"Shelby County, Ohio",174200,73502,48145,39,149
"Stark County, Ohio",164900,63130,374199,39,151
"Summit County, Ohio",182500,68360,539361,39,153
"Trumbull County, Ohio",121400,53537,201749,39,155
"Tuscarawas County, Ohio",163700,61953,92840,39,157
"Union County, Ohio",282900,104496,63411,39,159
"Van Wert County, Ohio",129300,64841,28833,39,161
"Vinton County, Ohio",123400,50967,12790,39,163
"Warren County, Ohio",290900,103128,243189,39,165
"Washington County, Ohio",164000,59053,59639,39,167
"Wayne County, Ohio",189800,70320,116680,39,169
"Williams County, Ohio",131100,60632,36973,39,171
"Wood County, Ohio",203300,70537,131564,39,173
"Wyandot County, Ohio",154200,68552,21818,39,175
"Adair County, Oklahoma",108200,44955,19726,40,001
"Alfalfa County, Oklahoma",96300,75028,5683,40,003
"Atoka County, Oklahoma",123000,49181,14117,40,005
"Beaver County, Oklahoma",106500,62981,5071,40,007
"Beckham County, Oklahoma",149800,51499,22295,40,009
"Blaine County, Oklahoma",122800,56843,8661,40,011
"Bryan County, Oklahoma",151500,54289,46528,40,013
"Caddo County, Oklahoma",99900,52443,26910,40,015
"Canadian County, Oklahoma",212700,82364,156681,40,017
"Carter County, Oklahoma",144400,56390,48202,40,019
"Cherokee County, Oklahoma",144600,52410,47412,40,021
"Choctaw County, Oklahoma",113500,43252,14285,40,023
"Cimarron County, Oklahoma",77900,57100,2272,40,025
"Cleveland County, Oklahoma",203900,71757,295060,40,027
"Coal County, Oklahoma",90800,47117,5287,40,029
"Comanche County, Oklahoma",145800,57150,121777,40,031
"Cotton County, Oklahoma",105500,60208,5537,40,033
"Craig County, Oklahoma",120000,48018,14144,40,035
"Creek County, Oklahoma",158900,61657,72076,40,037
"Custer County, Oklahoma",168700,58669,28391,40,039
"Delaware County, Oklahoma",152500,53290,40791,40,041
"Dewey County, Oklahoma",117200,61310,4504,40,043
"Ellis County, Oklahoma",106800,57768,3755,40,045
"Garfield County, Oklahoma",142000,64165,62456,40,047
"Garvin County, Oklahoma",124300,53600,25806,40,049
"Grady County, Oklahoma",177100,74349,55314,40,051
"Grant County, Oklahoma",84700,58980,4152,40,053
"Greer County, Oklahoma",97400,55204,5531,40,055
"Harmon County, Oklahoma",78500,55729,2499,40,057
"Harper County, Oklahoma",96700,59934,3272,40,059
"Haskell County, Oklahoma",109600,46239,11651,40,061
"Hughes County, Oklahoma",87300,44799,13409,40,063
"Jackson County, Oklahoma",115200,60954,24776,40,065
"Jefferson County, Oklahoma",72200,48346,5420,40,067
"Johnston County, Oklahoma",99100,48476,10410,40,069
"Kay County, Oklahoma",111600,53746,43859,40,071
"Kingfisher County, Oklahoma",189000,65167,15290,40,073
"Kiowa County, Oklahoma",80200,42679,8446,40,075
"Latimer County, Oklahoma",102400,42735,9537,40,077
"Le Flore County, Oklahoma",111300,46750,48525,40,079
"Lincoln County, Oklahoma",141400,57656,33734,40,081
"Logan County, Oklahoma",221300,80565,49919,40,083
"Love County, Oklahoma",154500,60758,10158,40,085
"McClain County, Oklahoma",214400,80150,42393,40,087
"McCurtain County, Oklahoma",111400,47046,31003,40,089
"McIntosh County, Oklahoma",121000,43467,19159,40,091
"Major County, Oklahoma",123200,67621,7678,40,093
"Marshall County, Oklahoma",136500,53734,15494,40,095
"Mayes County, Oklahoma",153500,56552,39324,40,097
"Murray County, Oklahoma",148200,60213,13837,40,099
"Muskogee County, Oklahoma",128900,50289,66606,40,101
"Noble County, Oklahoma",140900,66813,10981,40,103
"Nowata County, Oklahoma",113100,50960,9460,40,105
"Okfuskee County, Oklahoma",104300,45429,11349,40,107
"Oklahoma County, Oklahoma",190500,62505,795822,40,109
"Okmulgee County, Oklahoma",106300,50819,36900,40,111
"Osage County, Oklahoma",155200,58189,46004,40,113
"Ottawa County, Oklahoma",107500,46186,30472,40,115
"Pawnee County, Oklahoma",115000,56279,15682,40,117
"Payne County, Oklahoma",196100,46658,82058,40,119
"Pittsburg County, Oklahoma",135800,53054,43758,40,121
"Pontotoc County, Oklahoma",151500,59457,38116,40,123
"Pottawatomie County, Oklahoma",147000,58270,72734,40,125
"Pushmataha County, Oklahoma",103500,42274,10845,40,127
"Roger Mills County, Oklahoma",150700,57574,3423,40,129
"Rogers County, Oklahoma",206300,75312,95870,40,131
"Seminole County, Oklahoma",88100,43239,23592,40,133
"Sequoyah County, Oklahoma",118600,47494,39538,40,135
"Stephens County, Oklahoma",127500,57065,43140,40,137
"Texas County, Oklahoma",146200,55682,21144,40,139
"Tillman County, Oklahoma",62900,46306,7013,40,141
"Tulsa County, Oklahoma",196300,65229,668923,40,143
"Wagoner County, Oklahoma",201600,75082,82269,40,145
"Washington County, Oklahoma",151000,59426,52579,40,147
"Washita County, Oklahoma",102600,60600,10930,40,149
"Woods County, Oklahoma",146700,50724,8661,40,151
"Woodward County, Oklahoma",161600,61207,20411,40,153
"Baker County, Oregon",231100,51657,16685,41,001
"Benton County, Oregon",442300,72882,95615,41,003
"Clackamas County, Oregon",532200,95740,420925,41,005
"Clatsop County, Oregon",407700,68025,41190,41,007
"Columbia County, Oregon",365100,83265,52865,41,009
"Coos County, Oregon",276300,57563,64908,41,011
"Crook County, Oregon",368200,74969,24987,41,013
"Curry County, Oregon",353200,64300,23404,41,015
"Deschutes County, Oregon",526200,82042,199352,41,017
"Douglas County, Oregon",262400,56440,111322,41,019
"Gilliam County, Oregon",151500,58409,1983,41,021
"Grant County, Oregon",185500,56045,7237,41,023
"Harney County, Oregon",174100,45462,7496,41,025
"Hood River County, Oregon",492500,80254,23965,41,027
"Jackson County, Oregon",369500,67690,222604,41,029
"Jefferson County, Oregon",307200,69345,24659,41,031
"Josephine County, Oregon",353800,56068,87994,41,033
"Klamath County, Oregon",234200,57219,69506,41,035
"Lake County, Oregon",169000,54663,8201,41,037
"Lane County, Oregon",363800,65157,382218,41,039
"Lincoln County, Oregon",345300,57794,50334,41,041
"Linn County, Oregon",319800,69523,128598,41,043
"Malheur County, Oregon",187500,48371,31538,41,045
"Marion County, Oregon",352500,70926,345815,41,047
"Morrow County, Oregon",213900,64975,12140,41,049
"Multnomah County, Oregon",492100,83668,808098,41,051
"Polk County, Oregon",382200,77353,87600,41,053
"Sherman County, Oregon",186300,57171,1900,41,055
"Tillamook County, Oregon",363100,63098,27345,41,057
"Umatilla County, Oregon",236800,70322,79904,41,059
"Union County, Oregon",243400,61946,26286,41,061
"Wallowa County, Oregon",336900,62238,7439,41,063
"Wasco County, Oregon",298200,61316,26639,41,065
"Washington County, Oregon",504300,100121,599541,41,067
"Wheeler County, Oregon",194900,50774,1407,41,069
"Yamhill County, Oregon",408500,80125,107674,41,071
"Adams County, Pennsylvania",242800,78975,104604,42,001
"Allegheny County, Pennsylvania",200200,72537,1245310,42,003
"Armstrong County, Pennsylvania",135800,61011,65538,42,005
"Beaver County, Pennsylvania",170900,67194,167629,42,007
"Bedford County, Pennsylvania",165200,58337,47613,42,009
"Berks County, Pennsylvania",225700,74617,428483,42,011
"Blair County, Pennsylvania",149300,59386,122640,42,013
"Bradford County, Pennsylvania",169700,60650,60159,42,015
"Bucks County, Pennsylvania",395800,107826,645163,42,017
"Butler County, Pennsylvania",258500,82932,194562,42,019
"Cambria County, Pennsylvania",110900,54221,133263,42,021
"Cameron County, Pennsylvania",85900,46186,4536,42,023
"Carbon County, Pennsylvania",179600,64538,65018,42,025
"Centre County, Pennsylvania",289800,70087,158665,42,027
"Chester County, Pennsylvania",435000,118574,536474,42,029
"Clarion County, Pennsylvania",143300,58690,37489,42,031
"Clearfield County, Pennsylvania",118300,56982,79707,42,033
"Clinton County, Pennsylvania",165100,59011,37860,42,035
"Columbia County, Pennsylvania",183200,59457,64924,42,037
"Crawford County, Pennsylvania",136000,58734,83876,42,039
"Cumberland County, Pennsylvania",246200,82849,261269,42,041
"Dauphin County, Pennsylvania",208200,71046,286108,42,043
"Delaware County, Pennsylvania",289700,86390,575312,42,045
"Elk County, Pennsylvania",121900,61672,30886,42,047
"Erie County, Pennsylvania",160200,59396,270495,42,049
"Fayette County, Pennsylvania",121800,55579,128417,42,051
"Forest County, Pennsylvania",102300,46188,6959,42,053
"Franklin County, Pennsylvania",222000,71808,156084,42,055
"Fulton County, Pennsylvania",188000,63153,14545,42,057
"Greene County, Pennsylvania",140900,66283,35781,42,059
"Huntingdon County, Pennsylvania",169000,61300,44123,42,061
"Indiana County, Pennsylvania",140700,57170,83394,42,063
"Jefferson County, Pennsylvania",121100,56607,44326,42,065
"Juniata County, Pennsylvania",185900,61915,23535,42,067
"Lackawanna County, Pennsylvania",175700,63739,215672,42,069
"Lancaster County, Pennsylvania",263600,81458,553202,42,071
"Lawrence County, Pennsylvania",130000,57585,85907,42,073
"Lebanon County, Pennsylvania",211400,72532,143258,42,075
"Lehigh County, Pennsylvania",254500,74973,374110,42,077
"Luzerne County, Pennsylvania",152400,60836,325396,42,079
"Lycoming County, Pennsylvania",182500,63437,114022,42,081
"McKean County, Pennsylvania",96600,57861,40459,42,083
"Mercer County, Pennsylvania",146100,57353,110600,42,085
"Mifflin County, Pennsylvania",131300,58012,46146,42,087
"Monroe County, Pennsylvania",221100,80656,168128,42,089
"Montgomery County, Pennsylvania",382300,107441,856399,42,091
"Montour County, Pennsylvania",227800,72626,18165,42,093
"Northampton County, Pennsylvania",265600,82201,314299,42,095
"Northumberland County, Pennsylvania",141300,55952,91340,42,097
"Perry County, Pennsylvania",210600,76103,45941,42,099
"Philadelphia County, Pennsylvania",215500,57537,1593208,42,101
"Pike County, Pennsylvania",225100,76416,58996,42,103
"Potter County, Pennsylvania",135200,56491,16390,42,105
"Schuylkill County, Pennsylvania",127900,63574,143201,42,107
"Snyder County, Pennsylvania",197300,65914,39797,42,109
"Somerset County, Pennsylvania",124500,57357,73802,42,111
"Sullivan County, Pennsylvania",179000,62910,5880,42,113
"Susquehanna County, Pennsylvania",199000,63968,38540,42,115
"Tioga County, Pennsylvania",165000,59707,41186,42,117
"Union County, Pennsylvania",210300,64914,42908,42,119
"Venango County, Pennsylvania",108500,59278,50475,42,121
"Warren County, Pennsylvania",116300,57925,38492,42,123
"Washington County, Pennsylvania",205600,74403,209631,42,125
"Wayne County, Pennsylvania",211000,59240,51227,42,127
"Westmoreland County, Pennsylvania",181600,69454,354414,42,129
"Wyoming County, Pennsylvania",194700,67968,26219,42,131
"York County, Pennsylvania",220700,79183,457051,42,133
"Bristol County, Rhode Island",443700,105875,50658,44,001
"Kent County, Rhode Island",306000,85732,170168,44,003
"Newport County, Rhode Island",503700,96319,85442,44,005
"Providence County, Rhode Island",310500,72579,657984,44,007
"Washington County, Rhode Island",436000,99510,129998,44,009
"Abbeville County, South Carolina",118400,49759,24368,45,001
"Aiken County, South Carolina",181800,63212,169865,45,003
"Allendale County, South Carolina",61800,37096,8073,45,005
"Anderson County, South Carolina",189400,62347,204592,45,007
"Bamberg County, South Carolina",97200,43920,13311,45,009
"Barnwell County, South Carolina",97100,42470,20653,45,011
"Beaufort County, South Carolina",377900,81260,189071,45,013
"Berkeley County, South Carolina",253100,77874,231419,45,015
"Calhoun County, South Carolina",130900,55550,14145,45,017
"Charleston County, South Carolina",415000,78795,409840,45,019
"Cherokee County, South Carolina",124500,47011,56200,45,021
"Chester County, South Carolina",133600,50022,32171,45,023
"Chesterfield County, South Carolina",91400,46326,43536,45,025
"Clarendon County, South Carolina",134000,48677,31163,45,027
"Colleton County, South Carolina",127200,46795,38561,45,029
"Darlington County, South Carolina",132600,44317,63025,45,031
"Dillon County, South Carolina",89500,42454,28255,45,033
"Dorchester County, South Carolina",273000,73686,162139,45,035
"Edgefield County, South Carolina",162900,60033,26181,45,037
"Fairfield County, South Carolina",123200,44521,20942,45,039
"Florence County, South Carolina",157400,56088,137015,45,041
"Georgetown County, South Carolina",234600,59782,63594,45,043
"Greenville County, South Carolina",248900,71328,528251,45,045
"Greenwood County, South Carolina",144000,47553,69309,45,047
"Hampton County, South Carolina",93900,40157,18890,45,049
"Horry County, South Carolina",235000,59880,356578,45,051
"Jasper County, South Carolina",243700,60452,29444,45,053
