NAME,B25077_001E,B19013_001E,B01003_001E,state,county
"Hawaii County, Hawaii",454900,74238,202163,15,001
"Honolulu County, Hawaii",832200,99816,1010100,15,003
"Kalawao County, Hawaii",-666666666,87813,50,15,005
"Kauai County, Hawaii",742900,88869,73511,15,007
"Maui County, Hawaii",800100,95379,164765,15,009
"Ada County, Idaho",423500,83881,497494,16,001
"Adams County, Idaho",284300,55891,4464,16,003
"Bannock County, Idaho",233500,60998,87434,16,005
"Bear Lake County, Idaho",194700,63244,6436,16,007
"Benewah County, Idaho",241700,54191,9731,16,009
"Bingham County, Idaho",230500,69433,48253,16,011
"Blaine County, Idaho",558600,81794,24248,16,013
"Boise County, Idaho",369300,70776,7809,16,015
"Bonner County, Idaho",378200,61816,47976,16,017
"Bonneville County, Idaho",288300,73103,124490,16,019
"Boundary County, Idaho",318600,58810,12335,16,021
"Butte County, Idaho",194700,37358,2605,16,023
"Camas County, Idaho",225000,63750,1133,16,025
"Canyon County, Idaho",306200,68473,235006,16,027
"Caribou County, Idaho",204400,65380,7058,16,029
"Cassia County, Idaho",227100,63525,24859,16,031
"Clark County, Idaho",172500,53500,756,16,033
"Clearwater County, Idaho",213000,55885,8810,16,035
"Custer County, Idaho",282000,60357,4344,16,037
"Elmore County, Idaho",235200,55000,28752,16,039
"Franklin County, Idaho",269100,61679,14376,16,041
"Fremont County, Idaho",243700,67015,13519,16,043
"Gem County, Idaho",324700,65204,19250,16,045
"Gooding County, Idaho",197800,60938,15520,16,047
"Idaho County, Idaho",258900,54745,16787,16,049
"Jefferson County, Idaho",284700,77491,31383,16,051
"Jerome County, Idaho",234300,67347,24474,16,053
"Kootenai County, Idaho",407000,71949,173396,16,055
"Latah County, Idaho",309300,62258,39872,16,057
"Lemhi County, Idaho",254800,49216,8043,16,059
"Lewis County, Idaho",184800,46484,3630,16,061
"Lincoln County, Idaho",183400,62250,5203,16,063
"Madison County, Idaho",324300,53025,52487,16,065
"Minidoka County, Idaho",198400,63594,21626,16,067
"Nez Perce County, Idaho",259600,65023,42200,16,069
"Oneida County, Idaho",226000,67383,4572,16,071
"Owyhee County, Idaho",247200,58440,12043,16,073
"Payette County, Idaho",265500,62721,25571,16,075
"Power County, Idaho",174200,56671,7918,16,077
"Shoshone County, Idaho",183200,44807,13399,16,079
"Teton County, Idaho",479800,88906,11813,16,081
"Twin Falls County, Idaho",262200,61183,90592,16,083
"Valley County, Idaho",471000,72878,11830,16,085
"Washington County, Idaho",212000,50046,10612,16,087
"Adams County, Illinois",151300,63767,65583,17,001
"Alexander County, Illinois",58600,40365,5261,17,003
"Bond County, Illinois",130300,58617,16750,17,005
"Boone County, Illinois",181700,80502,53459,17,007
"Brown County, Illinois",122100,64760,6334,17,009
"Bureau County, Illinois",120200,64165,33203,17,011
"Calhoun County, Illinois",160900,88059,4472,17,013
"Carroll County, Illinois",109900,61539,15594,17,015
"Cass County, Illinois",92000,64826,12955,17,017
"Champaign County, Illinois",192600,61090,206525,17,019
"Christian County, Illinois",108800,56933,33893,17,021
"Clark County, Illinois",112400,65874,15467,17,023
"Clay County, Illinois",103600,58028,13248,17,025
"Clinton County, Illinois",171500,78054,36998,17,027
"Coles County, Illinois",114000,53732,47076,17,029
"Cook County, Illinois",293700,78304,5225367,17,031
"Crawford County, Illinois",108200,64163,18729,17,033
"Cumberland County, Illinois",116000,71274,10447,17,035
"DeKalb County, Illinois",218600,68617,100686,17,037
"De Witt County, Illinois",121100,61823,15535,17,039
"Douglas County, Illinois",137100,67177,19714,17,041
"DuPage County, Illinois",361700,107035,930559,17,043
"Edgar County, Illinois",94100,56687,16852,17,045
"Edwards County, Illinois",92700,60784,6182,17,047
"Effingham County, Illinois",166500,73181,34594,17,049
"Fayette County, Illinois",111500,51962,21464,17,051
"Ford County, Illinois",113400,58930,13484,17,053
"Franklin County, Illinois",87500,51031,37810,17,055
"Fulton County, Illinois",99800,57223,33691,17,057
"Gallatin County, Illinois",81000,51868,4967,17,059
"Greene County, Illinois",92400,58900,12015,17,061
"Grundy County, Illinois",245400,89993,52624,17,063
"Hamilton County, Illinois",100300,60574,8008,17,065
"Hancock County, Illinois",104200,61026,17582,17,067
"Hardin County, Illinois",90600,53026,3665,17,069
"Henderson County, Illinois",99800,64946,6374,17,071
"Henry County, Illinois",138900,66313,49157,17,073
"Iroquois County, Illinois",120900,62866,27043,17,075
"Jackson County, Illinois",123400,44847,53176,17,077
"Jasper County, Illinois",117900,67429,9295,17,079
"Jefferson County, Illinois",115000,58384,37043,17,081
"Jersey County, Illinois",161800,77607,21462,17,083
"Jo Daviess County, Illinois",179300,67729,21942,17,085
"Johnson County, Illinois",141200,63295,13313,17,087
"Kane County, Illinois",290100,96400,517254,17,089
"Kankakee County, Illinois",176800,65489,107421,17,091
"Kendall County, Illinois",288100,106358,132795,17,093
"Knox County, Illinois",96800,50263,49751,17,095
"Lake County, Illinois",313700,104553,713159,17,097
"LaSalle County, Illinois",147400,67942,109495,17,099
"Lawrence County, Illinois",93900,55811,15302,17,101
"Lee County, Illinois",147100,64588,34221,17,103
"Livingston County, Illinois",128100,68175,35771,17,105
"Logan County, Illinois",118200,62547,28027,17,107
"McDonough County, Illinois",100400,48904,27370,17,109
"McHenry County, Illinois",270600,100101,311133,17,111
"McLean County, Illinois",191300,75356,171284,17,113
"Macon County, Illinois",119800,59622,103542,17,115
"Macoupin County, Illinois",121300,64706,44907,17,117
"Madison County, Illinois",159400,71759,265512,17,119
"Marion County, Illinois",96200,59099,37543,17,121
"Marshall County, Illinois",124600,64940,11740,17,123
"Mason County, Illinois",97000,58479,13074,17,125
"Massac County, Illinois",115200,57365,14135,17,127
"Menard County, Illinois",177100,84846,12284,17,129
"Mercer County, Illinois",131000,67028,15692,17,131
"Monroe County, Illinois",254100,100685,34905,17,133
"Montgomery County, Illinois",102000,61796,28352,17,135
"Morgan County, Illinois",122000,61188,32882,17,137
"Moultrie County, Illinois",116400,72833,14531,17,139
"Ogle County, Illinois",172900,75782,51672,17,141
"Peoria County, Illinois",150400,63409,181186,17,143
"Perry County, Illinois",102000,56338,20996,17,145
"Piatt County, Illinois",168300,81151,16698,17,147
"Pike County, Illinois",97000,55514,14776,17,149
"Pope County, Illinois",137500,57582,3799,17,151
"Pulaski County, Illinois",81600,41038,5177,17,153
"Putnam County, Illinois",161500,75726,5628,17,155
"Randolph County, Illinois",129400,63860,30413,17,157
"Richland County, Illinois",106400,61607,15716,17,159
"Rock Island County, Illinois",139800,64435,143819,17,161
"St. Clair County, Illinois",158500,68915,256791,17,163
"Saline County, Illinois",87900,51710,23662,17,165
"Sangamon County, Illinois",162400,71653,196122,17,167
"Schuyler County, Illinois",100500,63737,6879,17,169
"Scott County, Illinois",95000,70500,4899,17,171
"Shelby County, Illinois",125200,65585,21042,17,173
"Stark County, Illinois",95900,58125,5395,17,175
"Stephenson County, Illinois",122000,57527,44482,17,177
"Tazewell County, Illinois",159100,74606,131276,17,179
"Union County, Illinois",129300,54090,17122,17,181
"Vermilion County, Illinois",91000,52787,74113,17,183
"Wabash County, Illinois",94100,54074,11321,17,185
"Warren County, Illinois",98200,62700,16760,17,187
"Washington County, Illinois",147100,75111,13781,17,189
"Wayne County, Illinois",107900,53522,16127,17,191
"White County, Illinois",101000,54605,13834,17,193
"Whiteside County, Illinois",122200,62828,55569,17,195
"Will County, Illinois",283600,103678,696774,17,197
"Williamson County, Illinois",139500,60325,67120,17,199
"Winnebago County, Illinois",146800,61738,284591,17,201
"Woodford County, Illinois",186100,80093,38414,17,203
"Adams County, Indiana",164500,61731,35827,18,001
"Allen County, Indiana",173600,66222,385456,18,003
"Bartholomew County, Indiana",197500,76912,82371,18,005
"Benton County, Indiana",122600,58620,8709,18,007
"Blackford County, Indiana",90200,51108,12074,18,009
"Boone County, Indiana",320000,103038,71235,18,011
"Brown County, Indiana",227600,73933,15513,18,013
"Carroll County, Indiana",152900,61464,20397,18,015
"Cass County, Indiana",110600,55862,37820,18,017
"Clark County, Indiana",195100,69005,121484,18,019
"Clay County, Indiana",130000,68364,26396,18,021
"Clinton County, Indiana",140100,59515,33020,18,023
"Crawford County, Indiana",105500,46706,10511,18,025
"Daviess County, Indiana",174000,64113,33337,18,027
"Dearborn County, Indiana",210800,80352,50709,18,029
"Decatur County, Indiana",174400,71566,26432,18,031
"DeKalb County, Indiana",157700,68110,43312,18,033
"Delaware County, Indiana",120500,53377,112156,18,035
"Dubois County, Indiana",187000,68945,43584,18,037
"Elkhart County, Indiana",181800,63978,206841,18,039
"Fayette County, Indiana",99100,52219,23391,18,041
"Floyd County, Indiana",214800,75686,80191,18,043
"Fountain County, Indiana",123400,60559,16468,18,045
"Franklin County, Indiana",200700,75985,22850,18,047
"Fulton County, Indiana",143400,62644,20420,18,049
"Gibson County, Indiana",159700,64153,33006,18,051
"Grant County, Indiana",109300,53033,66560,18,053
"Greene County, Indiana",116400,57771,30900,18,055
"Hamilton County, Indiana",350900,114866,349527,18,057
"Hancock County, Indiana",235500,85262,80170,18,059
"Harrison County, Indiana",202900,71302,39684,18,061
"Hendricks County, Indiana",257700,95261,175639,18,063
"Henry County, Indiana",124900,57632,48913,18,065
"Howard County, Indiana",143100,62014,83452,18,067
"Huntington County, Indiana",134000,59894,36699,18,069
"Jackson County, Indiana",161300,65609,46212,18,071
"Jasper County, Indiana",190700,77777,33045,18,073
"Jay County, Indiana",101500,52231,20451,18,075
"Jefferson County, Indiana",168100,57801,33057,18,077
"Jennings County, Indiana",133200,66892,27610,18,079
"Johnson County, Indiana",240700,82730,161952,18,081
"Knox County, Indiana",122100,58173,36148,18,083
"Kosciusko County, Indiana",183300,70945,80442,18,085
"LaGrange County, Indiana",230300,81658,40364,18,087
"Lake County, Indiana",195100,66375,497682,18,089
"LaPorte County, Indiana",166200,66854,112215,18,091
"Lawrence County, Indiana",146700,64210,45113,18,093
"Madison County, Indiana",135100,60060,130545,18,095
"Marion County, Indiana",184100,59504,971737,18,097
"Marshall County, Indiana",170800,66016,46208,18,099
"Martin County, Indiana",142400,65489,9863,18,101
"Miami County, Indiana",112800,59551,35952,18,103
"Monroe County, Indiana",240600,60308,140065,18,105
"Montgomery County, Indiana",156400,62937,38018,18,107
"Morgan County, Indiana",200600,79134,71757,18,109
"Newton County, Indiana",147900,63673,13829,18,111
"Noble County, Indiana",168100,70286,47431,18,113
"Ohio County, Indiana",189600,66333,5974,18,115
"Orange County, Indiana",125100,60775,19768,18,117
"Owen County, Indiana",151400,57947,21361,18,119
"Parke County, Indiana",121500,63393,16327,18,121
"Perry County, Indiana",136700,58936,19186,18,123
"Pike County, Indiana",127000,64182,12227,18,125
"Porter County, Indiana",242300,82915,173355,18,127
"Posey County, Indiana",200900,75594,25226,18,129
"Pulaski County, Indiana",131500,56823,12498,18,131
"Putnam County, Indiana",175600,70609,36942,18,133
"Randolph County, Indiana",97600,59674,24586,18,135
"Ripley County, Indiana",188400,70285,28990,18,137
"Rush County, Indiana",147200,62386,16716,18,139
"St. Joseph County, Indiana",165700,61877,272388,18,141
"Scott County, Indiana",137200,49343,24403,18,143
"Shelby County, Indiana",170000,66449,44940,18,145
"Spencer County, Indiana",168200,66168,19935,18,147
"Starke County, Indiana",145600,59916,23308,18,149
"Steuben County, Indiana",187500,68837,34507,18,151
"Sullivan County, Indiana",115200,54556,20791,18,153
"Switzerland County, Indiana",162000,66525,9896,18,155
"Tippecanoe County, Indiana",199300,55728,186955,18,157
"Tipton County, Indiana",150700,71947,15328,18,159
"Union County, Indiana",149500,68514,7041,18,161
"Vanderburgh County, Indiana",162800,58839,179900,18,163
"Vermillion County, Indiana",99400,59567,15488,18,165
"Vigo County, Indiana",130300,52789,106355,18,167
"Wabash County, Indiana",135800,66194,31032,18,169
"Warren County, Indiana",151400,72833,8454,18,171
"Warrick County, Indiana",215600,91105,64065,18,173
"Washington County, Indiana",158200,60695,28133,18,175
"Wayne County, Indiana",119400,54854,66522,18,177
"Wells County, Indiana",161300,68074,28167,18,179
"White County, Indiana",153200,65345,24630,18,181
"Whitley County, Indiana",189800,73636,34259,18,183
"Adair County, Iowa",131600,63172,7479,19,001
"Adams County, Iowa",109400,64750,3680,19,003
"Allamakee County, Iowa",156900,64049,14046,19,005
"Appanoose County, Iowa",113900,50684,12279,19,007
"Audubon County, Iowa",99900,54973,5651,19,009
"Benton County, Iowa",189000,79444,25652,19,011
"Black Hawk County, Iowa",172500,62329,131041,19,013
"Boone County, Iowa",171600,75759,26700,19,015
"Bremer County, Iowa",202600,84727,25012,19,017
"Buchanan County, Iowa",166200,73493,20631,19,019
"Buena Vista County, Iowa",138100,62662,20687,19,021
"Butler County, Iowa",146300,65743,14376,19,023
"Calhoun County, Iowa",104900,65614,9893,19,025
"Carroll County, Iowa",162000,68041,20728,19,027
"Cass County, Iowa",127400,60815,13116,19,029
"Cedar County, Iowa",180700,76959,18479,19,031
"Cerro Gordo County, Iowa",145200,63149,42979,19,033
"Cherokee County, Iowa",145300,63638,11601,19,035
"Chickasaw County, Iowa",151700,72734,11957,19,037
"Clarke County, Iowa",127200,63120,9737,19,039
"Clay County, Iowa",151400,61756,16423,19,041
"Clayton County, Iowa",149500,60441,17123,19,043
"Clinton County, Iowa",144900,61080,46488,19,045
"Crawford County, Iowa",118400,61188,16450,19,047
"Dallas County, Iowa",314900,99533,100367,19,049
"Davis County, Iowa",140300,77176,9093,19,051
"Decatur County, Iowa",97000,56068,7684,19,053
"Delaware County, Iowa",154600,75896,17523,19,055
"Des Moines County, Iowa",135300,58084,38824,19,057
"Dickinson County, Iowa",236100,72446,17692,19,059
"Dubuque County, Iowa",210300,73495,98812,19,061
"Emmet County, Iowa",102700,64461,9349,19,063
"Fayette County, Iowa",123000,56043,19519,19,065
"Floyd County, Iowa",128800,62356,15601,19,067
"Franklin County, Iowa",108200,62214,10015,19,069
"Fremont County, Iowa",140400,69375,6639,19,071
"Greene County, Iowa",119100,56884,8801,19,073
"Grundy County, Iowa",166300,80701,12351,19,075
"Guthrie County, Iowa",153100,75795,10619,19,077
"Hamilton County, Iowa",116000,66685,14979,19,079
"Hancock County, Iowa",116000,67865,10790,19,081
"Hardin County, Iowa",109300,64656,16861,19,083
"Harrison County, Iowa",152000,75830,14623,19,085
"Henry County, Iowa",145200,62365,20436,19,087
"Howard County, Iowa",125100,63947,9479,19,089
"Humboldt County, Iowa",134300,66617,9606,19,091
"Ida County, Iowa",108000,63125,6969,19,093
"Iowa County, Iowa",175600,69787,16575,19,095
"Jackson County, Iowa",162100,69709,19470,19,097
"Jasper County, Iowa",163800,67784,37808,19,099
"Jefferson County, Iowa",141500,52210,15785,19,101
"Johnson County, Iowa",277800,72977,153360,19,103
"Jones County, Iowa",165200,68781,20733,19,105
"Keokuk County, Iowa",105500,60016,10026,19,107
"Kossuth County, Iowa",118800,62553,14718,19,109
"Lee County, Iowa",121000,58094,33442,19,111
"Linn County, Iowa",188800,75457,229308,19,113
"Louisa County, Iowa",125500,72500,10823,19,115
"Lucas County, Iowa",111000,63405,8666,19,117
"Lyon County, Iowa",190800,73735,12023,19,119
"Madison County, Iowa",230500,88110,16609,19,121
"Mahaska County, Iowa",135100,65200,22059,19,123
"Marion County, Iowa",192300,74193,33487,19,125
"Marshall County, Iowa",125900,70828,40049,19,127
"Mills County, Iowa",225500,81907,14605,19,129
"Mitchell County, Iowa",149200,66056,10537,19,131
"Monona County, Iowa",108700,59897,8671,19,133
"Monroe County, Iowa",128000,76324,7574,19,135
"Montgomery County, Iowa",99300,61261,10285,19,137
"Muscatine County, Iowa",159000,67427,42968,19,139
"O'Brien County, Iowa",141900,65076,14138,19,141
"Osceola County, Iowa",114800,67561,6149,19,143
"Page County, Iowa",112400,58264,15225,19,145
"Palo Alto County, Iowa",117000,67306,8938,19,147
"Plymouth County, Iowa",199800,79963,25621,19,149
"Pocahontas County, Iowa",90400,61434,7061,19,151
"Polk County, Iowa",232000,78827,493378,19,153
"Pottawattamie County, Iowa",169400,68718,93543,19,155
"Poweshiek County, Iowa",173600,61192,18608,19,157
"Ringgold County, Iowa",143100,67898,4690,19,159
"Sac County, Iowa",119500,68778,9778,19,161
"Scott County, Iowa",198000,72792,174315,19,163
"Shelby County, Iowa",152900,70295,11737,19,165
"Sioux County, Iowa",220700,81914,35815,19,167
"Story County, Iowa",229100,66197,98573,19,169
"Tama County, Iowa",129400,65483,17017,19,171
"Taylor County, Iowa",104500,65926,5916,19,173
"Union County, Iowa",113800,56495,12107,19,175
"Van Buren County, Iowa",107700,58417,7207,19,177
"Wapello County, Iowa",105800,56209,35292,19,179
"Warren County, Iowa",234300,89741,52709,19,181
"Washington County, Iowa",182400,71122,22534,19,183
"Wayne County, Iowa",98700,58257,6484,19,185
"Webster County, Iowa",130400,65335,36986,19,187
"Winnebago County, Iowa",121700,62853,10704,19,189
"Winneshiek County, Iowa",225400,67770,20050,19,191
"Woodbury County, Iowa",158000,68399,105526,19,193
"Worth County, Iowa",130600,69897,7417,19,195
"Wright County, Iowa",105400,58240,12897,19,197
"Allen County, Kansas",95700,55059,12554,20,001
"Anderson County, Kansas",141700,67651,7799,20,003
"Atchison County, Kansas",123400,55281,16309,20,005
"Barber County, Kansas",83300,53774,4081,20,007
"Barton County, Kansas",113200,54634,25477,20,009
"Bourbon County, Kansas",95600,55826,14405,20,011
"Brown County, Kansas",108700,55876,9486,20,013
"Butler County, Kansas",181700,77724,67618,20,015
"Chase County, Kansas",108300,52481,2570,20,017
"Chautauqua County, Kansas",58400,51210,3389,20,019
"Cherokee County, Kansas",91800,53382,19380,20,021
"Cheyenne County, Kansas",114700,52730,2619,20,023
"Clark County, Kansas",78500,58287,1977,20,025
"Clay County, Kansas",136600,57765,8088,20,027
"Cloud County, Kansas",91100,51197,9008,20,029
"Coffey County, Kansas",131200,67645,8334,20,031
"Comanche County, Kansas",63800,49754,1825,20,033
"Cowley County, Kansas",104000,55726,34661,20,035
"Crawford County, Kansas",114100,49779,39012,20,037
"Decatur County, Kansas",76100,49412,2771,20,039
"Dickinson County, Kansas",137000,62971,18492,20,041
"Doniphan County, Kansas",116400,66358,7501,20,043
"Douglas County, Kansas",259500,66153,119094,20,045
"Edwards County, Kansas",65500,52750,2849,20,047
"Elk County, Kansas",57100,50000,2453,20,049
"Ellis County, Kansas",199100,59665,28921,20,051
"Ellsworth County, Kansas",109400,59844,6374,20,053
"Finney County, Kansas",183900,68481,38187,20,055
"Ford County, Kansas",121500,67997,34212,20,057
"Franklin County, Kansas",175500,68217,25968,20,059
"Geary County, Kansas",162400,57992,36247,20,061
"Gove County, Kansas",112800,59417,2758,20,063
"Graham County, Kansas",87400,47071,2430,20,065
"Grant County, Kansas",147800,84808,7336,20,067
"Gray County, Kansas",162400,74500,5719,20,069
"Greeley County, Kansas",115700,69948,1279,20,071
"Greenwood County, Kansas",64900,51812,6001,20,073
"Hamilton County, Kansas",116800,58750,2520,20,075
"Harper County, Kansas",81000,53032,5457,20,077
"Harvey County, Kansas",160100,70685,33959,20,079
"Haskell County, Kansas",132500,66458,3735,20,081
"Hodgeman County, Kansas",86100,63125,1770,20,083
"Jackson County, Kansas",169100,70385,13274,20,085
"Jefferson County, Kansas",193000,74562,18387,20,087
"Jewell County, Kansas",58400,47109,2929,20,089
"Johnson County, Kansas",343300,103644,610742,20,091
"Kearny County, Kansas",143200,68750,3964,20,093
"Kingman County, Kansas",97500,59640,7369,20,095
"Kiowa County, Kansas",121600,70347,2445,20,097
"Labette County, Kansas",94600,56143,20096,20,099
"Lane County, Kansas",82300,52222,1528,20,101
"Leavenworth County, Kansas",240800,84307,82050,20,103
"Lincoln County, Kansas",94100,52540,2929,20,105
"Linn County, Kansas",148200,56697,9696,20,107
"Logan County, Kansas",116100,70382,2752,20,109
"Lyon County, Kansas",136100,56415,32182,20,111
"McPherson County, Kansas",180900,71250,30085,20,113
"Marion County, Kansas",114700,60011,11867,20,115
"Marshall County, Kansas",112300,64306,10014,20,117
"Meade County, Kansas",137500,74063,4019,20,119
"Miami County, Kansas",253100,85564,34312,20,121
"Mitchell County, Kansas",100700,63008,5829,20,123
"Montgomery County, Kansas",90200,51513,31448,20,125
"Morris County, Kansas",111700,52866,5385,20,127
"Morton County, Kansas",96000,57943,2688,20,129
"Nemaha County, Kansas",174500,72788,10219,20,131
"Neosho County, Kansas",99400,54894,15826,20,133
"Ness County, Kansas",80400,64907,2677,20,135
"Norton County, Kansas",109800,52710,5431,20,137
"Osage County, Kansas",138400,66155,15787,20,139
"Osborne County, Kansas",80600,58750,3493,20,141
"Ottawa County, Kansas",157800,74551,5768,20,143
"Pawnee County, Kansas",93800,54141,6288,20,145
"Phillips County, Kansas",95400,57611,4960,20,147
"Pottawatomie County, Kansas",221600,85241,25482,20,149
"Pratt County, Kansas",111100,61685,9175,20,151
"Rawlins County, Kansas",108500,61827,2544,20,153
"Reno County, Kansas",119200,57390,61881,20,155
"Republic County, Kansas",71000,54531,4686,20,157
"Rice County, Kansas",87700,58523,9441,20,159
"Riley County, Kansas",231000,56327,72105,20,161
"Rooks County, Kansas",88200,60821,4925,20,163
"Rush County, Kansas",74900,53523,2939,20,165
"Russell County, Kansas",103500,49929,6702,20,167
"Saline County, Kansas",161900,59887,54160,20,169
"Scott County, Kansas",166100,53365,5128,20,171
"Sedgwick County, Kansas",175700,65372,522700,20,173
"Seward County, Kansas",126000,57131,21942,20,175
"Shawnee County, Kansas",159900,63463,178625,20,177
"Sheridan County, Kansas",134900,66719,2450,20,179
"Sherman County, Kansas",123900,61404,5940,20,181
"Smith County, Kansas",83900,50943,3561,20,183
"Stafford County, Kansas",96100,60000,4054,20,185
"Stanton County, Kansas",74000,66000,2060,20,187
"Stevens County, Kansas",133800,67950,5275,20,189
"Sumner County, Kansas",116400,59397,22517,20,191
"Thomas County, Kansas",165300,72417,7907,20,193
"Trego County, Kansas",114900,77500,2798,20,195
"Wabaunsee County, Kansas",169600,70000,6922,20,197
"Wallace County, Kansas",96200,57708,1489,20,199
"Washington County, Kansas",106100,59432,5529,20,201
"Wichita County, Kansas",96700,69551,2131,20,203
"Wilson County, Kansas",91700,55439,8667,20,205
"Woodson County, Kansas",85300,50670,3134,20,207
"Wyandotte County, Kansas",139800,57771,167989,20,209
"Adair County, Kentucky",126900,49690,18887,21,001
"Allen County, Kentucky",160200,57159,20773,21,003
"Anderson County, Kentucky",198800,69885,23839,21,005
"Ballard County, Kentucky",102000,57111,7742,21,007
"Barren County, Kentucky",156800,48141,44511,21,009
"Bath County, Kentucky",101300,51471,12739,21,011
"Bell County, Kentucky",76700,33658,24248,21,013
"Boone County, Kentucky",237600,91697,136150,21,015
"Bourbon County, Kentucky",187700,54580,20228,21,017
"Boyd County, Kentucky",129000,58327,48242,21,019
"Boyle County, Kentucky",179800,56568,30613,21,021
"Bracken County, Kentucky",115100,59911,8420,21,023
"Breathitt County, Kentucky",58800,38209,13580,21,025
"Breckinridge County, Kentucky",124800,51756,20528,21,027
"Bullitt County, Kentucky",214000,73900,82482,21,029
"Butler County, Kentucky",102200,47589,12365,21,031
"Caldwell County, Kentucky",103200,52488,12635,21,033
"Calloway County, Kentucky",169100,48276,37345,21,035
"Campbell County, Kentucky",214400,71979,93122,21,037
"Carlisle County, Kentucky",90100,53065,4782,21,039
"Carroll County, Kentucky",128100,50625,10842,21,041
"Carter County, Kentucky",122300,47004,26671,21,043
"Casey County, Kentucky",124300,42190,15942,21,045
"Christian County, Kentucky",142000,48920,72766,21,047
"Clark County, Kentucky",183200,61878,36897,21,049
"Clay County, Kentucky",73500,37888,20322,21,051
"Clinton County, Kentucky",90600,41180,9295,21,053
"Crittenden County, Kentucky",105300,45810,8979,21,055
"Cumberland County, Kentucky",126100,40515,5974,21,057
"Daviess County, Kentucky",171100,64021,102916,21,059
"Edmonson County, Kentucky",116000,53029,12179,21,061
"Elliott County, Kentucky",90400,39469,7378,21,063
"Estill County, Kentucky",100600,39980,14138,21,065
"Fayette County, Kentucky",247900,66087,321276,21,067
"Fleming County, Kentucky",109300,46885,15111,21,069
"Floyd County, Kentucky",89900,38723,35780,21,071
"Franklin County, Kentucky",184000,62929,51475,21,073
"Fulton County, Kentucky",75000,35449,6480,21,075
"Gallatin County, Kentucky",154600,58641,8720,21,077
"Garrard County, Kentucky",170800,58263,17175,21,079
"Grant County, Kentucky",173600,65461,25085,21,081
"Graves County, Kentucky",134900,52526,36701,21,083
"Grayson County, Kentucky",141500,47024,26465,21,085
"Green County, Kentucky",97100,38595,11198,21,087
"Greenup County, Kentucky",132200,58562,35853,21,089
"Hancock County, Kentucky",116800,68102,9058,21,091
"Hardin County, Kentucky",186500,64136,111005,21,093
"Harlan County, Kentucky",71300,35128,26589,21,095
"Harrison County, Kentucky",170600,58840,18803,21,097
"Hart County, Kentucky",115500,45561,19345,21,099
"Henderson County, Kentucky",156200,56912,44770,21,101
"Henry County, Kentucky",161600,58294,15731,21,103
"Hickman County, Kentucky",112700,68589,4491,21,105
"Hopkins County, Kentucky",125800,54466,45223,21,107
"Jackson County, Kentucky",101900,38516,13002,21,109
"Jefferson County, Kentucky",222200,66296,779232,21,111
"Jessamine County, Kentucky",226900,69905,53381,21,113
"Johnson County, Kentucky",130900,44231,22631,21,115
"Kenton County, Kentucky",207700,76016,169066,21,117
"Knott County, Kentucky",66600,38336,14282,21,119
"Knox County, Kentucky",109200,34254,30207,21,121
"Larue County, Kentucky",164000,57867,14902,21,123
"Laurel County, Kentucky",141300,53693,62442,21,125
"Lawrence County, Kentucky",100300,42488,16228,21,127
"Lee County, Kentucky",77400,31682,7338,21,129
"Leslie County, Kentucky",77900,37019,10468,21,131
"Letcher County, Kentucky",66000,38466,21490,21,133
"Lewis County, Kentucky",83400,36662,13063,21,135
"Lincoln County, Kentucky",130100,49487,24320,21,137
"Livingston County, Kentucky",108100,56125,8980,21,139
"Logan County, Kentucky",134200,58869,27498,21,141
"Lyon County, Kentucky",164100,64081,8721,21,143
"McCracken County, Kentucky",172300,58490,67573,21,145
"McCreary County, Kentucky",85300,35000,16892,21,147
"McLean County, Kentucky",139400,64020,9173,21,149
"Madison County, Kentucky",200600,59797,92955,21,151
"Magoffin County, Kentucky",83400,31927,11647,21,153
"Marion County, Kentucky",141000,49627,19627,21,155
"Marshall County, Kentucky",160600,64597,31706,21,157
"Martin County, Kentucky",91800,45265,11298,21,159
"Mason County, Kentucky",156600,48460,17068,21,161
"Meade County, Kentucky",187400,68518,29964,21,163
"Menifee County, Kentucky",104600,43797,6174,21,165
"Mercer County, Kentucky",181400,60728,22662,21,167
"Metcalfe County, Kentucky",95100,46932,10313,21,169
"Monroe County, Kentucky",113900,47252,11331,21,171
"Montgomery County, Kentucky",142300,53436,28188,21,173
"Morgan County, Kentucky",90800,46018,13840,21,175
"Muhlenberg County, Kentucky",115900,50935,30735,21,177
"Nelson County, Kentucky",204000,66212,46779,21,179
"Nicholas County, Kentucky",111300,57539,7613,21,181
"Ohio County, Kentucky",114900,52474,23782,21,183
"Oldham County, Kentucky",357500,117334,67997,21,185
"Owen County, Kentucky",151300,56485,11229,21,187
"Owsley County, Kentucky",78500,32844,4054,21,189
"Pendleton County, Kentucky",152000,58723,14638,21,191
"Perry County, Kentucky",92800,45330,28136,21,193
"Pike County, Kentucky",96900,41271,58196,21,195
"Powell County, Kentucky",123400,38415,13089,21,197
"Pulaski County, Kentucky",140400,48768,65145,21,199
"Robertson County, Kentucky",143500,53798,2207,21,201
"Rockcastle County, Kentucky",100300,45693,16171,21,203
"Rowan County, Kentucky",149900,50038,24551,21,205
"Russell County, Kentucky",121400,48220,18021,21,207
"Scott County, Kentucky",240800,80782,57286,21,209
"Shelby County, Kentucky",247500,81012,48105,21,211
"Simpson County, Kentucky",178600,55907,19574,21,213
"Spencer County, Kentucky",288200,101118,19549,21,215
